Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

19:49:20        CPU     %user     %nice   %system   %iowait    %steal     %idle
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

19:50:00        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:50:01        all      2.50      0.00      0.62      1.00      0.00     95.88
19:50:01          0      0.00      0.00      0.00      0.00      0.00    100.00
19:50:01          1      0.00      0.00      0.00      1.00      0.00     99.00
19:50:01          2     15.15      0.00      2.02      7.07      0.00     75.76
19:50:01          3      1.96      0.00      0.98      0.00      0.00     97.06
19:50:01          4      0.99      0.00      0.00      0.00      0.00     99.01
19:50:01          5      0.00      0.00      0.00      0.00      0.00    100.00
19:50:01          6      0.00      0.00      2.00      0.00      0.00     98.00
19:50:01          7      2.00      0.00      0.00      0.00      0.00     98.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      2.50      0.00      0.62      1.00      0.00     95.88
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      1.00      0.00     99.00
Average:          2     15.15      0.00      2.02      7.07      0.00     75.76
Average:          3      1.96      0.00      0.98      0.00      0.00     97.06
Average:          4      0.99      0.00      0.00      0.00      0.00     99.01
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      0.00      0.00      2.00      0.00      0.00     98.00
Average:          7      2.00      0.00      0.00      0.00      0.00     98.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

19:50:02        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:50:03        all     10.45      0.00      1.01      1.26      0.00     87.28
19:50:03          0      0.00      0.00      0.00      0.00      0.00    100.00
19:50:03          1      3.06      0.00      0.00      0.00      0.00     96.94
19:50:03          2     16.00      0.00      1.00      1.00      0.00     82.00
19:50:03          3     19.39      0.00      4.08      1.02      0.00     75.51
19:50:03          4      1.00      0.00      0.00      0.00      0.00     99.00
19:50:03          5      0.00      0.00      0.00      0.00      0.00    100.00
19:50:03          6      0.00      0.00      1.01      0.00      0.00     98.99
19:50:03          7     44.00      0.00      2.00      8.00      0.00     46.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     10.45      0.00      1.01      1.26      0.00     87.28
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      3.06      0.00      0.00      0.00      0.00     96.94
Average:          2     16.00      0.00      1.00      1.00      0.00     82.00
Average:          3     19.39      0.00      4.08      1.02      0.00     75.51
Average:          4      1.00      0.00      0.00      0.00      0.00     99.00
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      0.00      0.00      1.01      0.00      0.00     98.99
Average:          7     44.00      0.00      2.00      8.00      0.00     46.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

19:50:04        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:50:05        all     12.16      0.00      0.38      0.25      0.00     87.22
19:50:05          0      0.00      0.00      0.00      0.00      0.00    100.00
19:50:05          1      0.00      0.00      0.99      0.00      0.00     99.01
19:50:05          2     96.97      0.00      2.02      1.01      0.00      0.00
19:50:05          3      0.00      0.00      0.00      0.00      0.00    100.00
19:50:05          4      0.00      0.00      0.00      0.00      0.00    100.00
19:50:05          5      0.00      0.00      0.00      0.00      0.00    100.00
19:50:05          6      1.00      0.00      0.00      0.00      0.00     99.00
19:50:05          7      0.00      0.00      0.00      1.01      0.00     98.99

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.16      0.00      0.38      0.25      0.00     87.22
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.99      0.00      0.00     99.01
Average:          2     96.97      0.00      2.02      1.01      0.00      0.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      1.00      0.00      0.00      0.00      0.00     99.00
Average:          7      0.00      0.00      0.00      1.01      0.00     98.99
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

19:50:06        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:50:07        all     12.27      0.00      0.25      0.13      0.00     87.36
19:50:07          0      0.00      0.00      0.00      1.01      0.00     98.99
19:50:07          1      0.00      0.00      0.00      0.00      0.00    100.00
19:50:07          2     98.00      0.00      2.00      0.00      0.00      0.00
19:50:07          3      0.00      0.00      0.00      0.00      0.00    100.00
19:50:07          4      0.00      0.00      0.00      0.00      0.00    100.00
19:50:07          5      0.00      0.00      0.00      0.00      0.00    100.00
19:50:07          6      0.00      0.00      0.00      0.00      0.00    100.00
19:50:07          7      0.00      0.00      0.00      0.00      0.00    100.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.27      0.00      0.25      0.13      0.00     87.36
Average:          0      0.00      0.00      0.00      1.01      0.00     98.99
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2     98.00      0.00      2.00      0.00      0.00      0.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      0.00      0.00      0.00      0.00      0.00    100.00
Average:          7      0.00      0.00      0.00      0.00      0.00    100.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

19:50:08        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:50:09        all     78.93      0.00      1.37      0.00      0.00     19.70
19:50:09          0     44.12      0.00      0.98      0.00      0.00     54.90
19:50:09          1     83.00      0.00      0.00      0.00      0.00     17.00
19:50:09          2     97.00      0.00      3.00      0.00      0.00      0.00
19:50:09          3    100.00      0.00      0.00      0.00      0.00      0.00
19:50:09          4     89.00      0.00      4.00      0.00      0.00      7.00
19:50:09          5     65.00      0.00      1.00      0.00      0.00     34.00
19:50:09          6     99.00      0.00      1.00      0.00      0.00      0.00
19:50:09          7     55.00      0.00      1.00      0.00      0.00     44.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     78.93      0.00      1.37      0.00      0.00     19.70
Average:          0     44.12      0.00      0.98      0.00      0.00     54.90
Average:          1     83.00      0.00      0.00      0.00      0.00     17.00
Average:          2     97.00      0.00      3.00      0.00      0.00      0.00
Average:          3    100.00      0.00      0.00      0.00      0.00      0.00
Average:          4     89.00      0.00      4.00      0.00      0.00      7.00
Average:          5     65.00      0.00      1.00      0.00      0.00     34.00
Average:          6     99.00      0.00      1.00      0.00      0.00      0.00
Average:          7     55.00      0.00      1.00      0.00      0.00     44.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

19:50:10        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:50:11        all     99.37      0.00      0.63      0.00      0.00      0.00
19:50:11          0    100.00      0.00      0.00      0.00      0.00      0.00
19:50:11          1     99.00      0.00      1.00      0.00      0.00      0.00
19:50:11          2    100.00      0.00      0.00      0.00      0.00      0.00
19:50:11          3     99.00      0.00      1.00      0.00      0.00      0.00
19:50:11          4     98.00      0.00      2.00      0.00      0.00      0.00
19:50:11          5     99.00      0.00      1.00      0.00      0.00      0.00
19:50:11          6    100.00      0.00      0.00      0.00      0.00      0.00
19:50:11          7    100.00      0.00      0.00      0.00      0.00      0.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     99.37      0.00      0.63      0.00      0.00      0.00
Average:          0    100.00      0.00      0.00      0.00      0.00      0.00
Average:          1     99.00      0.00      1.00      0.00      0.00      0.00
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3     99.00      0.00      1.00      0.00      0.00      0.00
Average:          4     98.00      0.00      2.00      0.00      0.00      0.00
Average:          5     99.00      0.00      1.00      0.00      0.00      0.00
Average:          6    100.00      0.00      0.00      0.00      0.00      0.00
Average:          7    100.00      0.00      0.00      0.00      0.00      0.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

19:50:12        CPU     %user     %nice   %system   %iowait    %steal     %idle
19:50:13        all     73.24      0.00      0.38      0.00      0.00     26.38
19:50:13          0    100.00      0.00      0.00      0.00      0.00      0.00
19:50:13          1     26.26      0.00      2.02      0.00      0.00     71.72
19:50:13          2     74.00      0.00      1.00      0.00      0.00     25.00
19:50:13          3     60.20      0.00      0.00      0.00      0.00     39.80
19:50:13          4     24.24      0.00      0.00      0.00      0.00     75.76
19:50:13          5    100.00      0.00      0.00      0.00      0.00      0.00
19:50:13          6    100.00      0.00      0.00      0.00      0.00      0.00
19:50:13          7    100.00      0.00      0.00      0.00      0.00      0.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     73.24      0.00      0.38      0.00      0.00     26.38
Average:          0    100.00      0.00      0.00      0.00      0.00      0.00
Average:          1     26.26      0.00      2.02      0.00      0.00     71.72
Average:          2     74.00      0.00      1.00      0.00      0.00     25.00
Average:          3     60.20      0.00      0.00      0.00      0.00     39.80
Average:          4     24.24      0.00      0.00      0.00      0.00     75.76
Average:          5    100.00      0.00      0.00      0.00      0.00      0.00
Average:          6    100.00      0.00      0.00      0.00      0.00      0.00
Average:          7    100.00      0.00      0.00      0.00      0.00      0.00
